A name,A class name,A start line,A end line, A method start line , A method end line, B name,B class name,B start line,B end line, B method start line , B method end line,similarity
initTypes - for,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\ComponentHelper.java,812,818,812,818,findTypeMatches,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\ComponentHelper.java,1074,1079,1074,1079,0.576121,
initTypes - for,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\ComponentHelper.java,812,818,812,818,componentDef,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DefaultDefinitions.java,67,74,67,74,0.862736,
diagnoseCreationFailure - else - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\ComponentHelper.java,934,968,934,968,doReportTasksAvailability - else,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\Diagnostics.java,477,505,477,505,0.587751,
diagnoseCreationFailure - else - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\ComponentHelper.java,978,990,978,990,printUnknownDefinition - if - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\ComponentHelper.java,1013,1021,1013,1021,0.917677,
diagnoseCreationFailure - else - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\ComponentHelper.java,978,990,978,990,printClassNotFound,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\ComponentHelper.java,1036,1047,1036,1047,0.905395,
diagnoseCreationFailure - else - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\ComponentHelper.java,978,990,978,990,printNotLoadDependentClass,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\ComponentHelper.java,1053,1066,1053,1066,0.933480,
diagnoseCreationFailure - else - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\ComponentHelper.java,978,990,978,990,printTargetDecl,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\AntStructure.java,215,226,215,226,0.706742,
printClassNotFound,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\ComponentHelper.java,1036,1047,1036,1047,printNotLoadDependentClass,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\ComponentHelper.java,1053,1066,1053,1066,0.963323,
printClassNotFound,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\ComponentHelper.java,1036,1047,1036,1047,printTargetDecl,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\AntStructure.java,215,226,215,226,0.677942,
printNotLoadDependentClass,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\ComponentHelper.java,1053,1066,1053,1066,printTargetDecl,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\AntStructure.java,215,226,215,226,0.698972,
attributeNamespaceDef,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DefaultDefinitions.java,52,59,52,59,componentDef,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DefaultDefinitions.java,67,74,67,74,0.973628,
buildFinished,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DefaultLogger.java,165,184,165,184,checkTaskClass - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\TaskAdapter.java,80,104,80,104,0.522396,
targetStarted,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DefaultLogger.java,211,218,211,218,subBuildStarted,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\listener\BigProjectLogger.java,119,127,119,127,0.566301,
targetStarted,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DefaultLogger.java,211,218,211,218,buildFinished,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\listener\CommonsLoggingListener.java,116,127,116,127,0.524436,
targetStarted,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DefaultLogger.java,211,218,211,218,targetStarted,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\listener\CommonsLoggingListener.java,134,143,134,143,0.564475,
targetStarted,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DefaultLogger.java,211,218,211,218,messageLogged,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\NoBannerLogger.java,81,97,81,97,0.731028,
targetStarted,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DefaultLogger.java,211,218,211,218,createTransformer - if - else,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\optional\TraXLiaison.java,354,362,354,362,0.516916,
targetStarted,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DefaultLogger.java,211,218,211,218,targetStarted,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\RecorderEntry.java,148,152,148,152,0.684093,
messageLogged - if - else,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DefaultLogger.java,261,277,261,277,messageLogged,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\RecorderEntry.java,188,209,188,209,0.577253,
getTimestamp,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DefaultLogger.java,337,341,337,341,calcDate,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\optional\vss\MSVSS.java,733,739,733,739,0.596419,
read,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DemuxInputStream.java,54,60,54,60,getFirstCharacterFromReadBuffer,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\filters\ReplaceTokens.java,170,178,170,178,0.519989,
read,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DemuxInputStream.java,54,60,54,60,zipFile,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\Pack.java,156,163,156,163,0.519337,
read,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DemuxInputStream.java,54,60,54,60,readChunk,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\Replace.java,394,401,394,401,0.518292,
getBufferInfo,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DemuxOutputStream.java,99,107,99,107,resetBufferInfo,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DemuxOutputStream.java,112,118,112,118,0.946382,
getBufferInfo,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DemuxOutputStream.java,99,107,99,107,readChunk,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\Replace.java,394,401,394,401,0.565318,
resetBufferInfo,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DemuxOutputStream.java,112,118,112,118,readChunk,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\Replace.java,394,401,394,401,0.592018,
write,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DemuxOutputStream.java,224,247,224,247,write,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\util\LineOrientedOutputStream.java,134,156,134,156,0.972105,
listLibraries,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\Diagnostics.java,108,115,108,115,doReportUserHomeLibraries,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\Diagnostics.java,414,419,414,419,0.532654,
listLibraries,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\Diagnostics.java,108,115,108,115,validateConfigured - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\optional\ejb\WebsphereDeploymentTool.java,615,622,615,622,0.731793,
getXMLParserLocation,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\Diagnostics.java,226,233,226,233,getParser,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\optional\ejb\IPlanetEjbcTask.java,252,260,252,260,0.780601,
getNamespaceParserName,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\Diagnostics.java,235,244,235,244,getNamespaceParserLocation,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\Diagnostics.java,246,256,246,256,0.845209,
getNamespaceParserName,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\Diagnostics.java,235,244,235,244,setProcessErrorStream,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\optional\ccm\CCMCreateTask.java,290,297,290,297,0.519089,
getNamespaceParserName,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\Diagnostics.java,235,244,235,244,run,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\optional\ejb\IPlanetEjbc.java,1438,1448,1438,1448,0.532662,
getNamespaceParserName,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\Diagnostics.java,235,244,235,244,readSource,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\util\ScriptRunnerBase.java,241,248,241,248,0.557667,
printLibraries,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\Diagnostics.java,426,434,426,434,getLibPathURLs,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\launch\Launcher.java,319,331,319,331,0.527812,
printProperty,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\Diagnostics.java,645,654,645,654,setOutput,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\Redirector.java,302,310,302,310,0.541173,
printProperty,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\Diagnostics.java,645,654,645,654,handleFlush,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\Redirector.java,819,827,819,827,0.698068,
setIncludes,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,738,745,738,745,setFile - if - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AbstractFileSet.java,243,249,243,249,0.545198,
setIncludes,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,738,745,738,745,init,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveScanner.java,237,246,237,246,0.635699,
setExcludes,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,760,767,760,767,addExcludes - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,783,791,783,791,0.954313,
normalizePattern,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,803,810,803,810,extractFile - if - for - for,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\Expand.java,285,292,285,292,0.845106,
normalizePattern,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,803,810,803,810,extractFile - if - for - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\Expand.java,295,304,295,304,0.749260,
checkIncludePatterns - else - for - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,975,997,975,997,checkIncludePatterns - else - for - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1012,1032,1012,1032,0.655808,
checkIncludePatterns - else - for - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,999,1010,999,1010,removeDir - for,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\Delete.java,815,825,815,825,0.623367,
checkIncludePatterns - else - for - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,999,1010,999,1010,removeFiles - if - for,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\Delete.java,843,850,843,850,0.575142,
checkIncludePatterns - else - for - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,999,1010,999,1010,removeDir - for,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\Deltree.java,87,95,87,95,0.624304,
checkIncludePatterns - else - for - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,999,1010,999,1010,compare,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\comparators\FileSystem.java,56,70,56,70,0.636671,
checkIncludePatterns - else - for - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,999,1010,999,1010,testurloutput,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\ResourceOutputTest.java,119,131,119,131,0.501003,
processSlowScan - for,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1128,1133,1128,1133,testEmptyFolderWithStarStar,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\TokenizedPatternTest.java,71,75,71,75,0.540529,
scandir,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1180,1196,1180,1196,execute - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\Delete.java,629,650,629,650,0.514343,
scandir,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1180,1196,1180,1196,removeDir,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\Deltree.java,78,100,78,100,0.530417,
scandir - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1185,1194,1185,1194,execute - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\Deltree.java,62,75,62,75,0.702779,
scandir - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1185,1194,1185,1194,setupWorkingDir,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\Java.java,941,950,941,950,0.697408,
scandir - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1185,1194,1185,1194,execute - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\Mkdir.java,61,75,61,75,0.591241,
scandir - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1185,1194,1185,1194,execute - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\optional\Javah.java,439,448,439,448,0.584391,
scandir - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1185,1194,1185,1194,testExplicitBasedir1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\AntTest.java,119,124,119,124,0.511684,
scandir - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1185,1194,1185,1194,testExplicitBasedir2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\AntTest.java,127,132,127,132,0.511684,
scandir - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1185,1194,1185,1194,testDoNotInheritBasedir,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\AntTest.java,141,146,141,146,0.511684,
scandir - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1185,1194,1185,1194,testBasedirTripleCall,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\AntTest.java,149,154,149,154,0.527790,
scandir - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1185,1194,1185,1194,validate,E:\apach_ant\20181106\ant\src\tutorial\tasks-filesets-properties\04-lists\src\Find.java,56,60,56,60,0.502302,
scandir - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1185,1194,1185,1194,validate,E:\apach_ant\20181106\ant\src\tutorial\tasks-filesets-properties\final\src\Find.java,58,62,58,62,0.502302,
scandir - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1209,1232,1209,1232,copySingleFile,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\Copy.java,619,647,619,647,0.509577,
scandir - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1209,1232,1209,1232,findLinks,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\optional\unix\Symlink.java,496,521,496,521,0.550745,
scandir - if - for,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1211,1230,1211,1230,resolveEntity - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\helper\ProjectHelperImpl.java,296,314,296,314,0.504352,
scandir - if - for,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1211,1230,1211,1230,findFileName - for,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\optional\net\FTP.java,1995,2018,1995,2018,0.557007,
scandir - if - for,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1211,1230,1211,1230,findFileName - for,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\optional\net\FTPTaskMirrorImpl.java,1373,1396,1373,1396,0.555500,
scandir - if - for,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1211,1230,1211,1230,removeKeepExtensions,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\optional\NetRexxC.java,742,759,742,759,0.520706,
scandir - if - for,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1211,1230,1211,1230,getResourceContainer,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\util\depend\AbstractAnalyzer.java,268,289,268,289,0.529808,
scandir - if - for - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1218,1227,1218,1227,addDirContents,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\optional\jlink\jlink.java,257,267,257,267,0.601519,
scandir - if - for - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1218,1227,1218,1227,tar - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\Tar.java,690,697,690,697,0.552709,
scandir - if - for - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1218,1227,1218,1227,setLiaisonDynamicFileParameters - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\XSLTProcess.java,1371,1378,1371,1378,0.623635,
scandir - if - for - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1218,1227,1218,1227,test3,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,100,108,100,108,0.505066,
scandir - if - for - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1218,1227,1218,1227,getTargetTime,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\TouchTest.java,55,61,55,61,0.542107,
accountForIncludedDir,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1310,1315,1310,1315,accountForIncludedFile - if - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\optional\net\FTP.java,560,567,560,567,0.500927,
accountForIncludedDir,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1310,1315,1310,1315,accountForIncludedFile - if - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\optional\net\FTPTaskMirrorImpl.java,458,465,458,465,0.500927,
accountForNotFollowedSymlink,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1321,1326,1321,1326,accountForIncludedFile - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\optional\net\FTP.java,558,570,558,570,0.650115,
accountForNotFollowedSymlink,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1321,1326,1321,1326,accountForIncludedFile - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\optional\net\FTPTaskMirrorImpl.java,456,468,456,468,0.650115,
isIncluded,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1367,1376,1367,1376,contentsExcluded,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1459,1464,1459,1464,0.610298,
isIncluded,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1367,1376,1367,1376,isExcluded,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1486,1495,1486,1495,0.935759,
isMorePowerfulThanExcludes,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1448,1452,1448,1452,contentsExcluded,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1459,1464,1459,1464,0.550142,
contentsExcluded,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1459,1464,1459,1464,isExcluded,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1486,1495,1486,1495,0.629553,
getIncludedFiles,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\DirectoryScanner.java,1519,1529,1519,1529,testSmallSet,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\optional\depend\ClassFileSetTest.java,72,79,72,79,0.519503,
