A name,A class name,A start line,A end line, A method start line , A method end line, B name,B class name,B start line,B end line, B method start line , B method end line,similarity
testEmptyElementAddFileResourceThenRefid,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\resources\ResourceListTest.java,68,73,68,73,testEmptyElementAddRefidThenFileResource,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\resources\ResourceListTest.java,76,81,76,81,1.000000,
testEmptyElementAddFilterChainThenRefid,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\resources\ResourceListTest.java,84,89,84,89,testEmptyElementAddRefidThenFilterChain,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\resources\ResourceListTest.java,92,97,92,97,1.000000,
selectionString,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\BaseSelectorRule.java,118,128,118,128,selectionString,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\BaseSelectorTest.java,145,155,145,155,1.000000,
performTests,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\BaseSelectorTest.java,165,170,165,170,performTests,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\ModifiedSelectorTest.java,956,961,956,961,0.980409,
diff,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\BaseSelectorTest.java,181,191,181,191,diff,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\ModifiedSelectorTest.java,970,979,970,979,1.000000,
testValidateMissingParameter,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\ContainsSelectorTest.java,53,58,53,58,testValidateFields,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,69,74,69,74,1.000000,
testValidateMissingParameter,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\ContainsSelectorTest.java,53,58,53,58,testValidateRange,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,77,84,77,84,0.976040,
testValidateMissingParameter,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\ContainsSelectorTest.java,53,58,53,58,testValidateFormat,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,87,94,87,94,0.976040,
testValidateMissingParameter,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\ContainsSelectorTest.java,53,58,53,58,testValidateRequiredFields,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DependSelectorTest.java,62,67,62,67,1.000000,
testValidateMissingParameter,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\ContainsSelectorTest.java,53,58,53,58,testValidateRequiredFields,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,53,58,53,58,1.000000,
testValidateMissingParameter,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\ContainsSelectorTest.java,53,58,53,58,testValidateDepth,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,61,68,61,68,0.915844,
testValidateMissingParameter,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\ContainsSelectorTest.java,53,58,53,58,testRequired,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\FilenameSelectorTest.java,54,59,54,59,1.000000,
testValidateMissingParameter,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\ContainsSelectorTest.java,53,58,53,58,testValidateAttributes,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\PresentSelectorTest.java,66,71,66,71,1.000000,
testValidateMissingParameter,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\ContainsSelectorTest.java,53,58,53,58,testValidateAttribute,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,70,75,70,75,1.000000,
testValidateMissingParameter,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\ContainsSelectorTest.java,53,58,53,58,testValidateValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,78,84,78,84,0.968385,
testValidateMissingParameter,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\ContainsSelectorTest.java,53,58,53,58,testValidate,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\TypeSelectorTest.java,52,57,52,57,1.000000,
testValidateInvalidParameter,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\ContainsSelectorTest.java,61,71,61,71,testValidateParameterIn,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,97,108,97,108,0.982186,
testValidateInvalidParameter,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\ContainsSelectorTest.java,61,71,61,71,testValidateParameterMillis,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,111,122,111,122,0.982186,
testValidateInvalidParameter,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\ContainsSelectorTest.java,61,71,61,71,testValidateParameterGranularity,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,125,136,125,136,0.982186,
testValidateInvalidParameter,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\ContainsSelectorTest.java,61,71,61,71,testValidateParameterName,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,71,82,71,82,0.982186,
testValidateInvalidParameter,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\ContainsSelectorTest.java,61,71,61,71,testValidateMinValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,85,96,85,96,0.982186,
testValidateInvalidParameter,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\ContainsSelectorTest.java,61,71,61,71,testValidateMaxValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,99,110,99,110,0.982186,
testValidateInvalidParameter,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\ContainsSelectorTest.java,61,71,61,71,testValidate,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\FilenameSelectorTest.java,65,75,65,75,1.000000,
testValidateInvalidParameter,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\ContainsSelectorTest.java,61,71,61,71,testValidateAttributeName,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,87,97,87,97,1.000000,
testValidateInvalidParameter,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\ContainsSelectorTest.java,61,71,61,71,testValidateAttributeValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,100,110,100,110,1.000000,
testValidateFields,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,69,74,69,74,testValidateRange,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,77,84,77,84,0.976040,
testValidateFields,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,69,74,69,74,testValidateFormat,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,87,94,87,94,0.976040,
testValidateFields,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,69,74,69,74,testValidateRequiredFields,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DependSelectorTest.java,62,67,62,67,1.000000,
testValidateFields,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,69,74,69,74,testValidateRequiredFields,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,53,58,53,58,1.000000,
testValidateFields,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,69,74,69,74,testValidateDepth,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,61,68,61,68,0.915844,
testValidateFields,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,69,74,69,74,testRequired,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\FilenameSelectorTest.java,54,59,54,59,1.000000,
testValidateFields,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,69,74,69,74,testValidateAttributes,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\PresentSelectorTest.java,66,71,66,71,1.000000,
testValidateFields,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,69,74,69,74,testValidateAttribute,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,70,75,70,75,1.000000,
testValidateFields,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,69,74,69,74,testValidateValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,78,84,78,84,0.968385,
testValidateFields,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,69,74,69,74,testValidate,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\TypeSelectorTest.java,52,57,52,57,1.000000,
testValidateRange,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,77,84,77,84,testValidateFormat,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,87,94,87,94,1.000000,
testValidateRange,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,77,84,77,84,testValidateRequiredFields,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DependSelectorTest.java,62,67,62,67,0.976040,
testValidateRange,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,77,84,77,84,testValidateRequiredFields,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,53,58,53,58,0.976040,
testValidateRange,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,77,84,77,84,testValidateDepth,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,61,68,61,68,0.951979,
testValidateRange,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,77,84,77,84,testRequired,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\FilenameSelectorTest.java,54,59,54,59,0.976040,
testValidateRange,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,77,84,77,84,testValidateAttributes,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\PresentSelectorTest.java,66,71,66,71,0.976040,
testValidateRange,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,77,84,77,84,testValidateAttribute,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,70,75,70,75,0.976040,
testValidateRange,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,77,84,77,84,testValidateValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,78,84,78,84,0.976408,
testValidateRange,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,77,84,77,84,testValidate,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\TypeSelectorTest.java,52,57,52,57,0.976040,
testValidateFormat,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,87,94,87,94,testValidateRequiredFields,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DependSelectorTest.java,62,67,62,67,0.976040,
testValidateFormat,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,87,94,87,94,testValidateRequiredFields,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,53,58,53,58,0.976040,
testValidateFormat,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,87,94,87,94,testValidateDepth,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,61,68,61,68,0.951979,
testValidateFormat,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,87,94,87,94,testRequired,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\FilenameSelectorTest.java,54,59,54,59,0.976040,
testValidateFormat,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,87,94,87,94,testValidateAttributes,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\PresentSelectorTest.java,66,71,66,71,0.976040,
testValidateFormat,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,87,94,87,94,testValidateAttribute,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,70,75,70,75,0.976040,
testValidateFormat,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,87,94,87,94,testValidateValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,78,84,78,84,0.976408,
testValidateFormat,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,87,94,87,94,testValidate,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\TypeSelectorTest.java,52,57,52,57,0.976040,
testValidateParameterIn,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,97,108,97,108,testValidateParameterMillis,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,111,122,111,122,1.000000,
testValidateParameterIn,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,97,108,97,108,testValidateParameterGranularity,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,125,136,125,136,1.000000,
testValidateParameterIn,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,97,108,97,108,testValidateParameterName,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,71,82,71,82,1.000000,
testValidateParameterIn,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,97,108,97,108,testValidateMinValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,85,96,85,96,1.000000,
testValidateParameterIn,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,97,108,97,108,testValidateMaxValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,99,110,99,110,1.000000,
testValidateParameterIn,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,97,108,97,108,testValidate,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\FilenameSelectorTest.java,65,75,65,75,0.982186,
testValidateParameterIn,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,97,108,97,108,testValidateAttributeName,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,87,97,87,97,0.982186,
testValidateParameterIn,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,97,108,97,108,testValidateAttributeValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,100,110,100,110,0.982186,
testValidateParameterMillis,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,111,122,111,122,testValidateParameterGranularity,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,125,136,125,136,1.000000,
testValidateParameterMillis,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,111,122,111,122,testValidateParameterName,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,71,82,71,82,1.000000,
testValidateParameterMillis,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,111,122,111,122,testValidateMinValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,85,96,85,96,1.000000,
testValidateParameterMillis,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,111,122,111,122,testValidateMaxValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,99,110,99,110,1.000000,
testValidateParameterMillis,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,111,122,111,122,testValidate,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\FilenameSelectorTest.java,65,75,65,75,0.982186,
testValidateParameterMillis,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,111,122,111,122,testValidateAttributeName,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,87,97,87,97,0.982186,
testValidateParameterMillis,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,111,122,111,122,testValidateAttributeValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,100,110,100,110,0.982186,
testValidateParameterGranularity,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,125,136,125,136,testValidateParameterName,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,71,82,71,82,1.000000,
testValidateParameterGranularity,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,125,136,125,136,testValidateMinValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,85,96,85,96,1.000000,
testValidateParameterGranularity,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,125,136,125,136,testValidateMaxValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,99,110,99,110,1.000000,
testValidateParameterGranularity,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,125,136,125,136,testValidate,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\FilenameSelectorTest.java,65,75,65,75,0.982186,
testValidateParameterGranularity,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,125,136,125,136,testValidateAttributeName,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,87,97,87,97,0.982186,
testValidateParameterGranularity,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,125,136,125,136,testValidateAttributeValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,100,110,100,110,0.982186,
testSelectionBehaviourAfterWithGranularity,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,206,220,206,220,testSelectionBehaviourBeforeWithGranularity,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DateSelectorTest.java,223,234,223,234,0.967773,
testValidateRequiredFields,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DependSelectorTest.java,62,67,62,67,testValidateRequiredFields,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,53,58,53,58,1.000000,
testValidateRequiredFields,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DependSelectorTest.java,62,67,62,67,testValidateDepth,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,61,68,61,68,0.915844,
testValidateRequiredFields,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DependSelectorTest.java,62,67,62,67,testRequired,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\FilenameSelectorTest.java,54,59,54,59,1.000000,
testValidateRequiredFields,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DependSelectorTest.java,62,67,62,67,testValidateAttributes,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\PresentSelectorTest.java,66,71,66,71,1.000000,
testValidateRequiredFields,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DependSelectorTest.java,62,67,62,67,testValidateAttribute,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,70,75,70,75,1.000000,
testValidateRequiredFields,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DependSelectorTest.java,62,67,62,67,testValidateValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,78,84,78,84,0.968385,
testValidateRequiredFields,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DependSelectorTest.java,62,67,62,67,testValidate,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\TypeSelectorTest.java,52,57,52,57,1.000000,
testIdentityMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DependSelectorTest.java,76,86,76,86,testSelectionBehaviour1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\PresentSelectorTest.java,83,90,83,90,0.984162,
testMergeMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DependSelectorTest.java,89,100,89,100,testMergeMapper2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DependSelectorTest.java,103,114,103,114,0.986269,
testMergeMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DependSelectorTest.java,89,100,89,100,testSelectionBehaviour3,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\PresentSelectorTest.java,104,112,104,112,0.972532,
testMergeMapper2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DependSelectorTest.java,103,114,103,114,testSelectionBehaviour3,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\PresentSelectorTest.java,104,112,104,112,0.986071,
testGlobMapperRelativePath,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DependSelectorTest.java,117,130,117,130,testRestrictedGlobMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DependSelectorTest.java,133,146,133,146,0.985192,
testGlobMapperRelativePath,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DependSelectorTest.java,117,130,117,130,testMirroredSelection,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DependSelectorTest.java,156,169,156,169,0.928910,
testGlobMapperRelativePath,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DependSelectorTest.java,117,130,117,130,testSelectionBehaviour4,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\PresentSelectorTest.java,115,125,115,125,0.996086,
testRestrictedGlobMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DependSelectorTest.java,133,146,133,146,testMirroredSelection,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DependSelectorTest.java,156,169,156,169,0.948745,
testRestrictedGlobMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DependSelectorTest.java,133,146,133,146,testSelectionBehaviour4,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\PresentSelectorTest.java,115,125,115,125,0.988944,
testMirroredSelection,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DependSelectorTest.java,156,169,156,169,testSelectionBehaviour4,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\PresentSelectorTest.java,115,125,115,125,0.925274,
testValidateRequiredFields,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,53,58,53,58,testValidateDepth,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,61,68,61,68,0.915844,
testValidateRequiredFields,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,53,58,53,58,testRequired,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\FilenameSelectorTest.java,54,59,54,59,1.000000,
testValidateRequiredFields,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,53,58,53,58,testValidateAttributes,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\PresentSelectorTest.java,66,71,66,71,1.000000,
testValidateRequiredFields,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,53,58,53,58,testValidateAttribute,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,70,75,70,75,1.000000,
