A name,A class name,A start line,A end line, A method start line , A method end line, B name,B class name,B start line,B end line, B method start line , B method end line,similarity
testValidMethod,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTestRunnerTest.java,46,50,46,50,testSkipNonTestsNoTestCaseFailingStaticInit,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTestRunnerTest.java,114,118,114,118,0.933852,
testInvalidMethod,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTestRunnerTest.java,54,60,54,60,testInvalidSuite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTestRunnerTest.java,80,86,80,86,0.918824,
testInvalidMethod,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTestRunnerTest.java,54,60,54,60,testSkipNonTestsNoTestCase,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTestRunnerTest.java,105,109,105,109,0.924897,
testInvalidMethod,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTestRunnerTest.java,54,60,54,60,testSkipNonTestsNoTestCaseFailingStaticInit,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTestRunnerTest.java,114,118,114,118,0.929618,
testNoTestCase,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTestRunnerTest.java,91,100,91,100,testStaticInitializerErrorTestCase,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTestRunnerTest.java,121,128,121,128,0.982022,
testNoTestCase,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTestRunnerTest.java,91,100,91,100,testInvalidTestCase,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTestRunnerTest.java,132,143,132,143,0.990909,
testSkipNonTestsNoTestCase,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTestRunnerTest.java,105,109,105,109,testSkipNonTestsNoTestCaseFailingStaticInit,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTestRunnerTest.java,114,118,114,118,0.982679,
testStaticInitializerErrorTestCase,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTestRunnerTest.java,121,128,121,128,testInvalidTestCase,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTestRunnerTest.java,132,143,132,143,0.982022,
testFailureContinuesBuild,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junitlauncher\JUnitLauncherTaskTest.java,84,93,84,93,testSuccessfulTests,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junitlauncher\JUnitLauncherTaskTest.java,99,107,99,107,0.947078,
testFailureContinuesBuild,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junitlauncher\JUnitLauncherTaskTest.java,84,93,84,93,testMultipleIndividualTests,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junitlauncher\JUnitLauncherTaskTest.java,139,149,139,149,0.962735,
testSuccessfulTests,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junitlauncher\JUnitLauncherTaskTest.java,99,107,99,107,testMultipleIndividualTests,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junitlauncher\JUnitLauncherTaskTest.java,139,149,139,149,0.965061,
testExcludeJUnitPlatformLibs,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junitlauncher\JUnitLauncherTaskTest.java,201,216,201,216,testExcludeAntRuntimeLibs,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junitlauncher\JUnitLauncherTaskTest.java,226,242,226,242,0.929052,
test1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,126,135,126,135,test2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,138,147,138,147,1.000000,
test1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,126,135,126,135,test3,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,150,158,150,158,0.985178,
test1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,126,135,126,135,testFullPathMatchesCaseSensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,161,169,161,169,1.000000,
test1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,126,135,126,135,testFullPathMatchesCaseInsensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,172,181,172,181,0.984364,
test1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,126,135,126,135,test2ButCaseInsensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,184,194,184,194,0.984364,
test1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,126,135,126,135,test2bisButCaseInsensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,197,207,197,207,0.984364,
test1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,126,135,126,135,testProhibitSymlinks,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,273,284,273,284,0.957094,
test1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,126,135,126,135,testPatternsDifferInCaseScanningSensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,322,331,322,331,1.000000,
test1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,126,135,126,135,testPatternsDifferInCaseScanningInsensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,334,344,334,344,0.984364,
test1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,126,135,126,135,testFullpathDiffersInCaseScanningSensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,347,355,347,355,1.000000,
test1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,126,135,126,135,testFullpathDiffersInCaseScanningInsensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,358,371,358,371,0.984364,
test1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,126,135,126,135,testParentDiffersInCaseScanningSensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,374,384,374,384,1.000000,
test1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,126,135,126,135,testParentDiffersInCaseScanningInsensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,387,397,387,397,0.984364,
test1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,126,135,126,135,testExcludeOneFile,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,400,409,400,409,0.990044,
test1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,126,135,126,135,testExcludeHasPrecedence,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,412,421,412,421,0.990044,
test1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,126,135,126,135,testAlternateIncludeExclude,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,424,433,424,433,0.990044,
test1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,126,135,126,135,testAlternateExcludeInclude,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,436,445,436,445,0.990044,
test2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,138,147,138,147,test3,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,150,158,150,158,0.985178,
test2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,138,147,138,147,testFullPathMatchesCaseSensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,161,169,161,169,1.000000,
test2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,138,147,138,147,testFullPathMatchesCaseInsensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,172,181,172,181,0.984364,
test2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,138,147,138,147,test2ButCaseInsensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,184,194,184,194,0.984364,
test2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,138,147,138,147,test2bisButCaseInsensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,197,207,197,207,0.984364,
test2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,138,147,138,147,testAllowSymlinks,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,258,270,258,270,0.954342,
test2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,138,147,138,147,testProhibitSymlinks,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,273,284,273,284,0.957094,
test2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,138,147,138,147,testFileSymlink,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,287,299,287,299,0.954342,
test2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,138,147,138,147,testPatternsDifferInCaseScanningSensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,322,331,322,331,1.000000,
test2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,138,147,138,147,testPatternsDifferInCaseScanningInsensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,334,344,334,344,0.984364,
test2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,138,147,138,147,testFullpathDiffersInCaseScanningSensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,347,355,347,355,1.000000,
test2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,138,147,138,147,testFullpathDiffersInCaseScanningInsensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,358,371,358,371,0.984364,
test2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,138,147,138,147,testParentDiffersInCaseScanningSensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,374,384,374,384,1.000000,
test2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,138,147,138,147,testParentDiffersInCaseScanningInsensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,387,397,387,397,0.984364,
test2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,138,147,138,147,testExcludeOneFile,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,400,409,400,409,0.990044,
test2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,138,147,138,147,testExcludeHasPrecedence,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,412,421,412,421,0.990044,
test2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,138,147,138,147,testAlternateIncludeExclude,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,424,433,424,433,0.990044,
test2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,138,147,138,147,testAlternateExcludeInclude,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,436,445,436,445,0.990044,
test3,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,150,158,150,158,testFullPathMatchesCaseSensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,161,169,161,169,0.985178,
test3,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,150,158,150,158,testFullPathMatchesCaseInsensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,172,181,172,181,0.960584,
test3,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,150,158,150,158,test2ButCaseInsensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,184,194,184,194,0.960584,
test3,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,150,158,150,158,test2bisButCaseInsensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,197,207,197,207,0.960584,
test3,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,150,158,150,158,testPatternsDifferInCaseScanningSensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,322,331,322,331,0.985178,
test3,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,150,158,150,158,testPatternsDifferInCaseScanningInsensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,334,344,334,344,0.960584,
test3,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,150,158,150,158,testFullpathDiffersInCaseScanningSensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,347,355,347,355,0.985178,
test3,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,150,158,150,158,testFullpathDiffersInCaseScanningInsensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,358,371,358,371,0.960584,
test3,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,150,158,150,158,testParentDiffersInCaseScanningSensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,374,384,374,384,0.985178,
test3,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,150,158,150,158,testParentDiffersInCaseScanningInsensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,387,397,387,397,0.960584,
test3,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,150,158,150,158,testExcludeOneFile,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,400,409,400,409,0.958847,
test3,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,150,158,150,158,testExcludeHasPrecedence,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,412,421,412,421,0.958847,
test3,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,150,158,150,158,testAlternateIncludeExclude,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,424,433,424,433,0.958847,
test3,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,150,158,150,158,testAlternateExcludeInclude,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,436,445,436,445,0.958847,
testFullPathMatchesCaseSensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,161,169,161,169,testFullPathMatchesCaseInsensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,172,181,172,181,0.984364,
testFullPathMatchesCaseSensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,161,169,161,169,test2ButCaseInsensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,184,194,184,194,0.984364,
testFullPathMatchesCaseSensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,161,169,161,169,test2bisButCaseInsensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,197,207,197,207,0.984364,
testFullPathMatchesCaseSensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,161,169,161,169,testProhibitSymlinks,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,273,284,273,284,0.957094,
testFullPathMatchesCaseSensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,161,169,161,169,testPatternsDifferInCaseScanningSensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,322,331,322,331,1.000000,
testFullPathMatchesCaseSensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,161,169,161,169,testPatternsDifferInCaseScanningInsensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,334,344,334,344,0.984364,
testFullPathMatchesCaseSensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,161,169,161,169,testFullpathDiffersInCaseScanningSensitive,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,347,355,347,355,1.000000,
